department,course_code,title,units,description
AFRICAM,AFRICAM 136,Criminal Justice and the Community,3,
AFRICAM,AFRICAM 136L,"Race, Policing and Surveillance in the U.S.",3,"What is the relationship between the criminal justice system and surveillance in America? What role does power play in this relationship? How does this complicated relationship inform, reproduce, and engender understandings about race, class and sexuality? How has this relationship changed over time? How has technological change impacted this relationship? In this course, we will examine the relationship between the criminal"
AFRICAM,AFRICAM 137,Multicultural Communities,3,"Examination of theoretical issues in urban anthropology and sociology pertaining to the United States as a multicultural society. Comparative analysis of the ecology and social structure of African American, Native American, Asian American, Mexican American and Afro-Caribbean urban communities with special emphasis on social class, ethnicity, and culture."
AFRICAM,AFRICAM 138,Black Nationalism,4,"Examines the concept of black nationalism and its historical and intellectual development. Special attention will be given to the role of African American religion and the attempt to develop ""black socialism."""
AFRICAM,AFRICAM 139,Selected Topics of African American Social Organization and Institutions,1,Topics will vary each semester.
AFRICAM,AFRICAM 139L,Special Topics in Race and Law,3,Special Topics on race and law will vary each semester.
AFRICAM,AFRICAM 140,Special Topics in Cultural Studies,1,Topics will vary each semester.
AFRICAM,AFRICAM 141,"Race, Space and Inequality",4,This course examines the the spatial configurations of inequality and poverty and their relationship to race
AFRICAM,AFRICAM 142A,Third World Cinema,4,"Examines through lectures and a selection of films, the development and achievements of Third World motion picture artistry. Social, political, and cultural themes are discussed, with particular emphasis given to major works from Asia, Africa, and Latin America. Other newly developed film sources from abroad are presented for critical assessment."
AFRICAM,AFRICAM 142AC,Race and American Film,3,"This course uses film to investigate the central role of race in American culture and history from the late 19th to the early 21st century. While this class concentrates on the history of African Americans in film from Birth of a Nation to Do the Right Thing, we also watch movies that explore American racial formations including whiteness and ethnicity; Native Americans and Asian Americans under US empire; frontiers"
